From,To,Subject,Message,Day,Date & Time,url_count,Cleaned_Subject,Cleaned_Message,Combined_Text,Qwen2.5_Category
legal_&_contractual@fyp-ai.com,employee@enron.com,nda agreement,please review the attached legal document,Thursday,4/11/2022 2:37,1,nda agreement,review attached legal document,nda agreement review attached legal document,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,nda is now in effect,Tuesday,4/12/2022 17:43,0,legal terms revised,nda effect,legal terms revised nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,updated terms and conditions apply,Friday,3/21/2022 5:31,2,legal terms revised,update term condition apply,legal terms revised update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,updated terms and conditions apply,Friday,3/16/2022 15:37,2,legal terms revised,update term condition apply,legal terms revised update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,please review the attached legal document,Tuesday,3/2/2022 19:43,0,legal terms revised,review attached legal document,legal terms revised review attached legal document,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,updated terms and conditions apply,Monday,4/23/2022 5:57,0,legal terms revised,update term condition apply,legal terms revised update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,nda is now in effect,Thursday,4/6/2022 15:52,1,contract update,nda effect,contract update nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,nda is now in effect,Friday,12/6/2022 0:34,2,contract update,nda effect,contract update nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,updated terms and conditions apply,Thursday,7/8/2022 2:00,1,legal terms revised,update term condition apply,legal terms revised update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,nda is now in effect,Thursday,6/20/2022 0:03,0,contract update,nda effect,contract update nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,nda agreement,nda is now in effect,Thursday,1/1/2022 8:00,0,nda agreement,nda effect,nda agreement nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,nda agreement,nda is now in effect,Thursday,6/24/2022 19:19,1,nda agreement,nda effect,nda agreement nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,nda agreement,nda is now in effect,Friday,11/18/2022 17:19,0,nda agreement,nda effect,nda agreement nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,nda is now in effect,Friday,7/28/2022 15:47,2,contract update,nda effect,contract update nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,updated terms and conditions apply,Thursday,7/14/2022 13:41,0,legal terms revised,update term condition apply,legal terms revised update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,nda agreement,updated terms and conditions apply,Tuesday,3/6/2022 5:21,1,nda agreement,update term condition apply,nda agreement update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,updated terms and conditions apply,Thursday,10/15/2022 10:56,1,legal terms revised,update term condition apply,legal terms revised update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,updated terms and conditions apply,Tuesday,8/20/2022 0:22,1,legal terms revised,update term condition apply,legal terms revised update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,nda agreement,nda is now in effect,Friday,12/29/2022 8:00,0,nda agreement,nda effect,nda agreement nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,updated terms and conditions apply,Thursday,2/16/2022 16:52,2,legal terms revised,update term condition apply,legal terms revised update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,nda agreement,nda is now in effect,Friday,11/7/2022 7:58,2,nda agreement,nda effect,nda agreement nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,updated terms and conditions apply,Friday,4/15/2022 12:29,2,legal terms revised,update term condition apply,legal terms revised update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,updated terms and conditions apply,Tuesday,5/5/2022 13:41,0,contract update,update term condition apply,contract update update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,nda agreement,updated terms and conditions apply,Thursday,5/11/2022 8:05,2,nda agreement,update term condition apply,nda agreement update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,nda is now in effect,Monday,11/2/2022 18:03,2,contract update,nda effect,contract update nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,nda agreement,updated terms and conditions apply,Tuesday,3/3/2022 1:18,2,nda agreement,update term condition apply,nda agreement update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,nda agreement,updated terms and conditions apply,Wednesday,11/24/2022 3:30,0,nda agreement,update term condition apply,nda agreement update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,nda is now in effect,Thursday,2/5/2022 14:09,1,contract update,nda effect,contract update nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,nda is now in effect,Friday,8/26/2022 19:24,1,legal terms revised,nda effect,legal terms revised nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,updated terms and conditions apply,Wednesday,11/7/2022 9:34,1,legal terms revised,update term condition apply,legal terms revised update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,nda is now in effect,Thursday,2/7/2022 4:46,1,legal terms revised,nda effect,legal terms revised nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,please review the attached legal document,Friday,5/12/2022 23:17,1,contract update,review attached legal document,contract update review attached legal document,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,please review the attached legal document,Wednesday,4/19/2022 2:04,2,legal terms revised,review attached legal document,legal terms revised review attached legal document,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,please review the attached legal document,Thursday,6/27/2022 14:26,1,contract update,review attached legal document,contract update review attached legal document,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,nda is now in effect,Thursday,8/8/2022 20:00,1,contract update,nda effect,contract update nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,nda is now in effect,Thursday,8/14/2022 22:49,0,contract update,nda effect,contract update nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,nda is now in effect,Thursday,3/8/2022 8:52,1,legal terms revised,nda effect,legal terms revised nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,updated terms and conditions apply,Wednesday,10/6/2022 3:21,1,contract update,update term condition apply,contract update update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,nda agreement,please review the attached legal document,Friday,1/24/2022 12:15,0,nda agreement,review attached legal document,nda agreement review attached legal document,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,nda agreement,updated terms and conditions apply,Monday,11/28/2022 17:11,2,nda agreement,update term condition apply,nda agreement update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,nda agreement,please review the attached legal document,Thursday,9/1/2022 6:37,0,nda agreement,review attached legal document,nda agreement review attached legal document,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,please review the attached legal document,Monday,2/4/2022 7:38,0,contract update,review attached legal document,contract update review attached legal document,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,contract update,updated terms and conditions apply,Monday,11/18/2022 5:03,1,contract update,update term condition apply,contract update update term condition apply,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,nda is now in effect,Wednesday,12/18/2022 19:13,1,legal terms revised,nda effect,legal terms revised nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,please review the attached legal document,Thursday,2/14/2022 15:50,0,legal terms revised,review attached legal document,legal terms revised review attached legal document,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,nda is now in effect,Wednesday,8/1/2022 5:14,2,legal terms revised,nda effect,legal terms revised nda effect,Legal & Contractual
legal_&_contractual@fyp-ai.com,employee@enron.com,legal terms revised,nda is now in effect,Friday,4/3/2022 16:13,2,legal terms revised,nda effect,legal terms revised nda effect,Legal & Contractual
